Date,Day,Month,Year,Customer_Age,Age_Group,Age_Group_NUMBER,Customer_Gender,Country,Product_Category,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
01-01-21,1,January,2021,19,Youth (<25),1,M,United States,Accessories,23,2.0,5.0,69.0,46.0,115.0
01-01-21,1,January,2021,42,Adults (35-64),1,M,United States,Accessories,23,13.0,35.0,506.0,299.0,805.0
01-01-21,1,January,2021,42,Adults (35-64),1,M,United States,Accessories,23,2.0,5.0,69.0,46.0,115.0
01-01-21,1,January,2021,23,Youth (<25),1,M,canada,Accessories,22,2.0,5.0,66.0,44.0,110.0
01-01-21,1,January,2021,24,Youth (<25),1,F,United Kingdom,Clothing,22,38.0,50.0,264.0,836.0,1100.0
01-01-21,1,January,2021,49,Adults (35-64),1,M,United States,Accessories,22,13.0,35.0,484.0,286.0,770.0
01-01-21,1,January,2021,32,Young Adults (25-34),1,M,Australia,Clothing,21,7.0,9.0,42.0,147.0,189.0
01-01-21,1,January,2021,31,Young Adults (25-34),1,F,Australia,Accessories,20,2.0,5.0,60.0,40.0,100.0
01-01-21,1,January,2021,40,Adults (35-64),1,F,United States,Accessories,20,1.0,2.0,20.0,20.0,40.0
01-01-21,1,January,2021,43,Adults (35-64),1,F,United Kingdom,Clothing,20,7.0,9.0,40.0,140.0,180.0
01-01-21,1,January,2021,26,Young Adults (25-34),1,F,Australia,Clothing,19,7.0,9.0,38.0,133.0,171.0
01-01-21,1,January,2021,17,Youth (<25),1,F,United States,Accessories,18,3.0,9.0,108.0,54.0,162.0
01-01-21,1,January,2021,30,Young Adults (25-34),1,F,United Kingdom,Accessories,18,2.0,5.0,54.0,36.0,90.0
01-01-21,1,January,2021,40,Adults (35-64),1,F,United States,Accessories,18,1.0,2.0,18.0,18.0,36.0
01-01-21,1,January,2021,52,Adults (35-64),1,M,United States,Accessories,18,11.0,30.0,342.0,198.0,540.0
01-01-21,1,January,2021,22,Youth (<25),1,M,United States,Accessories,17,2.0,5.0,51.0,34.0,85.0
01-01-21,1,January,2021,33,Young Adults (25-34),1,M,United States,Accessories,17,4.0,10.0,102.0,68.0,170.0
01-01-21,1,January,2021,43,Adults (35-64),1,F,United Kingdom,Accessories,17,13.0,35.0,374.0,221.0,595.0
01-01-21,1,January,2021,37,Adults (35-64),1,M,United States,Accessories,16,2.0,5.0,48.0,32.0,80.0
01-01-21,1,January,2021,32,Young Adults (25-34),1,F,Australia,Accessories,15,8.0,22.0,210.0,120.0,330.0
01-01-21,1,January,2021,49,Adults (35-64),1,M,United States,Clothing,15,38.0,50.0,180.0,570.0,750.0
01-01-21,1,January,2021,31,Young Adults (25-34),1,M,United Kingdom,Accessories,14,13.0,35.0,308.0,182.0,490.0
01-01-21,1,January,2021,39,Adults (35-64),1,M,Australia,Accessories,14,1.0,2.0,14.0,14.0,28.0
01-01-21,1,January,2021,61,Adults (35-64),1,M,canada,Accessories,14,13.0,35.0,308.0,182.0,490.0
01-01-21,1,January,2021,52,Adults (35-64),1,M,United States,Accessories,13,11.0,30.0,247.0,143.0,390.0
01-01-21,1,January,2021,23,Youth (<25),1,M,canada,Accessories,12,2.0,5.0,36.0,24.0,60.0
01-01-21,1,January,2021,29,Young Adults (25-34),1,F,Australia,Accessories,12,3.0,9.0,72.0,36.0,108.0
01-01-21,1,January,2021,52,Adults (35-64),1,M,United States,Accessories,12,13.0,35.0,264.0,156.0,420.0
01-01-21,1,January,2021,30,Young Adults (25-34),1,F,United Kingdom,Accessories,11,2.0,5.0,33.0,22.0,55.0
01-01-21,1,January,2021,37,Adults (35-64),1,M,United States,Accessories,11,2.0,5.0,33.0,22.0,55.0
01-01-21,1,January,2021,40,Adults (35-64),1,M,canada,Accessories,11,11.0,30.0,209.0,121.0,330.0
01-01-21,1,January,2021,41,Adults (35-64),1,F,United States,Accessories,10,2.0,5.0,30.0,20.0,50.0
01-01-21,1,January,2021,37,Adults (35-64),1,M,United States,Accessories,9,1.0,4.0,27.0,9.0,36.0
01-01-21,1,January,2021,40,Adults (35-64),1,M,canada,Accessories,9,11.0,30.0,171.0,99.0,270.0
01-01-21,1,January,2021,61,Adults (35-64),1,M,canada,Accessories,9,1.0,2.0,9.0,9.0,18.0
01-01-21,1,January,2021,21,Youth (<25),1,F,United States,Accessories,8,2.0,5.0,24.0,16.0,40.0
01-01-21,1,January,2021,29,Young Adults (25-34),1,F,Australia,Accessories,8,3.0,9.0,48.0,24.0,72.0
01-01-21,1,January,2021,19,Youth (<25),1,M,United States,Accessories,7,2.0,5.0,21.0,14.0,35.0
01-01-21,1,January,2021,22,Youth (<25),1,M,Germany,Accessories,7,8.0,22.0,98.0,56.0,154.0
01-01-21,1,January,2021,37,Adults (35-64),1,M,Germany,Clothing,7,7.0,9.0,14.0,49.0,63.0
01-01-21,1,January,2021,20,Youth (<25),1,M,United States,Accessories,6,1.0,4.0,18.0,6.0,24.0
01-01-21,1,January,2021,22,Youth (<25),1,M,United States,Accessories,6,2.0,5.0,18.0,12.0,30.0
01-01-21,1,January,2021,24,Youth (<25),1,M,Australia,Accessories,6,45.0,120.0,450.0,270.0,720.0
01-01-21,1,January,2021,31,Young Adults (25-34),1,F,Australia,Accessories,6,2.0,5.0,18.0,12.0,30.0
01-01-21,1,January,2021,30,Young Adults (25-34),1,F,United Kingdom,Accessories,5,2.0,5.0,15.0,10.0,25.0
01-01-21,1,January,2021,28,Young Adults (25-34),1,F,United States,Clothing,4,38.0,50.0,48.0,152.0,200.0
01-01-21,1,January,2021,49,Adults (35-64),1,M,United States,Accessories,4,2.0,5.0,12.0,8.0,20.0
01-01-21,1,January,2021,60,Adults (35-64),1,F,Australia,Accessories,4,1.0,2.0,4.0,4.0,8.0
01-01-21,1,January,2021,24,Youth (<25),1,F,United Kingdom,Bikes,3,2171.0,3578.0,4221.0,6513.0,10734.0
01-01-21,1,January,2021,33,Young Adults (25-34),1,M,United States,Accessories,3,3.0,8.0,15.0,9.0,24.0
01-01-21,1,January,2021,35,Adults (35-64),1,M,Australia,Bikes,3,1083.0,1701.0,1854.0,3249.0,5103.0
01-01-21,1,January,2021,39,Adults (35-64),1,F,United States,Accessories,3,13.0,35.0,66.0,39.0,105.0
01-01-21,1,January,2021,43,Adults (35-64),1,F,United Kingdom,Accessories,3,2.0,5.0,9.0,6.0,15.0
01-01-21,1,January,2021,60,Adults (35-64),1,F,Australia,Accessories,3,1.0,2.0,3.0,3.0,6.0
01-01-21,1,January,2021,20,Youth (<25),1,M,United States,Accessories,2,1.0,4.0,6.0,2.0,8.0
01-01-21,1,January,2021,21,Youth (<25),1,F,United States,Clothing,2,24.0,64.0,80.0,48.0,128.0
01-01-21,1,January,2021,30,Young Adults (25-34),1,F,United Kingdom,Clothing,2,42.0,54.0,24.0,84.0,108.0
01-01-21,1,January,2021,30,Young Adults (25-34),1,M,France,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
01-01-21,1,January,2021,31,Young Adults (25-34),1,M,United Kingdom,Bikes,2,461.0,742.0,562.0,922.0,1484.0
01-01-21,1,January,2021,29,Young Adults (25-34),1,F,Australia,Accessories,1,3.0,9.0,6.0,3.0,9.0
01-01-21,1,January,2021,30,Young Adults (25-34),1,F,United Kingdom,Accessories,1,2.0,5.0,3.0,2.0,5.0
01-01-21,1,January,2021,31,Young Adults (25-34),1,M,United Kingdom,Accessories,1,2.0,5.0,3.0,2.0,5.0
01-01-21,1,January,2021,31,Young Adults (25-34),1,M,United Kingdom,Accessories,1,2.0,5.0,3.0,2.0,5.0
01-01-21,1,January,2021,31,Young Adults (25-34),1,F,Australia,Bikes,1,2171.0,3578.0,1407.0,2171.0,3578.0
01-01-21,1,January,2021,34,Young Adults (25-34),1,M,Australia,Bikes,1,2171.0,3578.0,1407.0,2171.0,3578.0
01-01-21,1,January,2021,35,Adults (35-64),1,F,United Kingdom,Bikes,1,1252.0,2295.0,1043.0,1252.0,2295.0
01-01-21,1,January,2021,37,Adults (35-64),1,M,United States,Bikes,1,420.0,769.0,349.0,420.0,769.0
01-01-21,1,January,2021,37,Adults (35-64),1,M,Germany,Bikes,1,1266.0,2320.0,1054.0,1266.0,2320.0
01-01-21,1,January,2021,37,Adults (35-64),1,F,Germany,Bikes,1,2171.0,3578.0,1407.0,2171.0,3578.0
01-01-21,1,January,2021,37,Adults (35-64),1,F,Germany,Accessories,1,2.0,5.0,3.0,2.0,5.0
01-01-21,1,January,2021,39,Adults (35-64),1,M,Australia,Accessories,1,1.0,2.0,1.0,1.0,2.0
01-01-21,1,January,2021,47,Adults (35-64),1,F,United Kingdom,Bikes,1,1482.0,2384.0,902.0,1482.0,2384.0
01-01-21,1,January,2021,48,Adults (35-64),1,F,Australia,Bikes,1,461.0,742.0,281.0,461.0,742.0
02-01-21,2,January,2021,40,Adults (35-64),1,M,Australia,Bikes,4,713.0,1120.0,1628.0,2852.0,4480.0
02-01-21,2,January,2021,41,Adults (35-64),1,F,Australia,Bikes,3,1555.0,2443.0,2664.0,4665.0,7329.0
02-01-21,2,January,2021,32,Young Adults (25-34),1,M,United Kingdom,Bikes,1,713.0,1120.0,407.0,713.0,1120.0
02-01-21,2,January,2021,35,Adults (35-64),1,F,United States,Bikes,1,713.0,1120.0,407.0,713.0,1120.0
02-01-21,2,January,2021,30,Young Adults (25-34),1,M,United States,Clothing,31,9.0,24.0,465.0,279.0,744.0
02-01-21,2,January,2021,33,Young Adults (25-34),1,F,canada,Accessories,30,2.0,5.0,90.0,60.0,150.0
02-01-21,2,January,2021,39,Adults (35-64),1,M,Germany,Clothing,30,9.0,24.0,450.0,270.0,720.0
02-01-21,2,January,2021,32,Young Adults (25-34),1,M,United States,Accessories,29,1.0,4.0,87.0,29.0,116.0
02-01-21,2,January,2021,53,Adults (35-64),1,M,Australia,Accessories,29,8.0,22.0,406.0,232.0,638.0
02-01-21,2,January,2021,22,Youth (<25),1,M,Germany,Accessories,28,13.0,35.0,616.0,364.0,980.0
02-01-21,2,January,2021,39,Adults (35-64),1,M,Germany,Clothing,28,42.0,54.0,336.0,1176.0,1512.0
02-01-21,2,January,2021,47,Adults (35-64),1,M,United States,Accessories,28,8.0,22.0,392.0,224.0,616.0
02-01-21,2,January,2021,63,Adults (35-64),1,F,France,Accessories,28,2.0,5.0,84.0,56.0,140.0
02-01-21,2,January,2021,39,Adults (35-64),1,M,Germany,Accessories,27,2.0,5.0,81.0,54.0,135.0
02-01-21,2,January,2021,41,Adults (35-64),1,M,United States,Accessories,27,4.0,10.0,162.0,108.0,270.0
02-01-21,2,January,2021,65,Seniors (64+),1,F,France,Clothing,27,9.0,24.0,405.0,243.0,648.0
02-01-21,2,January,2021,33,Young Adults (25-34),1,F,canada,Accessories,26,2.0,5.0,78.0,52.0,130.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,F,United Kingdom,Clothing,26,9.0,24.0,390.0,234.0,624.0
02-01-21,2,January,2021,36,Adults (35-64),1,F,Germany,Accessories,26,13.0,35.0,572.0,338.0,910.0
02-01-21,2,January,2021,41,Adults (35-64),1,M,United States,Accessories,26,1.0,2.0,26.0,26.0,52.0
02-01-21,2,January,2021,22,Youth (<25),1,M,United States,Accessories,25,13.0,35.0,550.0,325.0,875.0
02-01-21,2,January,2021,24,Youth (<25),1,M,Australia,Accessories,25,2.0,5.0,75.0,50.0,125.0
02-01-21,2,January,2021,40,Adults (35-64),1,M,canada,Accessories,25,11.0,30.0,475.0,275.0,750.0
02-01-21,2,January,2021,63,Adults (35-64),1,F,France,Accessories,25,2.0,5.0,75.0,50.0,125.0
02-01-21,2,January,2021,24,Youth (<25),1,M,United States,Accessories,24,13.0,35.0,528.0,312.0,840.0
02-01-21,2,January,2021,33,Young Adults (25-34),1,M,Australia,Accessories,24,2.0,5.0,72.0,48.0,120.0
02-01-21,2,January,2021,40,Adults (35-64),1,F,United States,Accessories,24,3.0,9.0,144.0,72.0,216.0
02-01-21,2,January,2021,26,Young Adults (25-34),1,F,Australia,Accessories,23,2.0,5.0,69.0,46.0,115.0
02-01-21,2,January,2021,33,Young Adults (25-34),1,M,Australia,Accessories,23,2.0,5.0,69.0,46.0,115.0
02-01-21,2,January,2021,36,Adults (35-64),1,M,Australia,Clothing,23,38.0,50.0,276.0,874.0,1150.0
02-01-21,2,January,2021,46,Adults (35-64),1,M,United States,Clothing,23,7.0,9.0,46.0,161.0,207.0
02-01-21,2,January,2021,53,Adults (35-64),1,M,Germany,Clothing,23,7.0,9.0,46.0,161.0,207.0
02-01-21,2,January,2021,35,Adults (35-64),1,M,Australia,Accessories,22,1.0,2.0,22.0,22.0,44.0
02-01-21,2,January,2021,40,Adults (35-64),1,M,United States,Accessories,22,2.0,5.0,66.0,44.0,110.0
02-01-21,2,January,2021,40,Adults (35-64),1,F,United States,Accessories,22,1.0,4.0,66.0,22.0,88.0
02-01-21,2,January,2021,56,Adults (35-64),1,M,United Kingdom,Accessories,22,2.0,5.0,66.0,44.0,110.0
02-01-21,2,January,2021,41,Adults (35-64),1,M,United States,Accessories,21,4.0,10.0,126.0,84.0,210.0
02-01-21,2,January,2021,41,Adults (35-64),1,M,United States,Accessories,21,8.0,22.0,294.0,168.0,462.0
02-01-21,2,January,2021,22,Youth (<25),1,M,United States,Accessories,20,1.0,2.0,20.0,20.0,40.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,M,United States,Accessories,20,1.0,2.0,20.0,20.0,40.0
02-01-21,2,January,2021,35,Adults (35-64),1,F,Australia,Clothing,20,9.0,24.0,300.0,180.0,480.0
02-01-21,2,January,2021,44,Adults (35-64),1,F,Germany,Clothing,20,7.0,9.0,40.0,140.0,180.0
02-01-21,2,January,2021,47,Adults (35-64),1,M,United States,Clothing,20,3.0,9.0,120.0,60.0,180.0
02-01-21,2,January,2021,36,Adults (35-64),1,M,Australia,Accessories,19,4.0,10.0,114.0,76.0,190.0
02-01-21,2,January,2021,36,Adults (35-64),1,F,Germany,Accessories,19,1.0,2.0,19.0,19.0,38.0
02-01-21,2,January,2021,45,Adults (35-64),1,M,France,Accessories,19,4.0,10.0,114.0,76.0,190.0
02-01-21,2,January,2021,17,Youth (<25),1,F,United States,Accessories,18,1.0,2.0,18.0,18.0,36.0
02-01-21,2,January,2021,30,Young Adults (25-34),1,M,United States,Accessories,18,13.0,35.0,396.0,234.0,630.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,M,United States,Accessories,18,1.0,2.0,18.0,18.0,36.0
02-01-21,2,January,2021,49,Adults (35-64),1,M,United States,Clothing,18,26.0,70.0,792.0,468.0,1260.0
02-01-21,2,January,2021,47,Adults (35-64),1,M,United States,Clothing,17,26.0,70.0,748.0,442.0,1190.0
02-01-21,2,January,2021,47,Adults (35-64),1,M,United States,Clothing,17,24.0,64.0,680.0,408.0,1088.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,F,Australia,Accessories,16,1.0,2.0,16.0,16.0,32.0
02-01-21,2,January,2021,20,Youth (<25),1,M,United Kingdom,Accessories,15,8.0,22.0,210.0,120.0,330.0
02-01-21,2,January,2021,20,Youth (<25),1,M,United Kingdom,Clothing,15,38.0,50.0,180.0,570.0,750.0
02-01-21,2,January,2021,27,Young Adults (25-34),1,M,United States,Accessories,15,1.0,2.0,15.0,15.0,30.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,F,Germany,Accessories,15,1.0,2.0,15.0,15.0,30.0
02-01-21,2,January,2021,53,Adults (35-64),1,M,Germany,Accessories,15,13.0,35.0,330.0,195.0,525.0
02-01-21,2,January,2021,24,Youth (<25),1,M,Australia,Accessories,14,13.0,35.0,308.0,182.0,490.0
02-01-21,2,January,2021,26,Young Adults (25-34),1,M,United Kingdom,Clothing,14,9.0,24.0,210.0,126.0,336.0
02-01-21,2,January,2021,29,Young Adults (25-34),1,F,Germany,Accessories,14,13.0,35.0,308.0,182.0,490.0
02-01-21,2,January,2021,40,Adults (35-64),1,F,United States,Accessories,14,3.0,9.0,84.0,42.0,126.0
02-01-21,2,January,2021,63,Adults (35-64),1,F,France,Accessories,14,2.0,5.0,42.0,28.0,70.0
02-01-21,2,January,2021,45,Adults (35-64),1,M,France,Accessories,13,21.0,55.0,442.0,273.0,715.0
02-01-21,2,January,2021,50,Adults (35-64),1,F,United States,Accessories,13,8.0,22.0,182.0,104.0,286.0
02-01-21,2,January,2021,22,Youth (<25),1,M,canada,Accessories,12,2.0,5.0,36.0,24.0,60.0
02-01-21,2,January,2021,33,Young Adults (25-34),1,F,canada,Accessories,12,2.0,5.0,36.0,24.0,60.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,F,Germany,Accessories,12,1.0,2.0,12.0,12.0,24.0
02-01-21,2,January,2021,39,Adults (35-64),1,F,Australia,Accessories,12,8.0,22.0,168.0,96.0,264.0
02-01-21,2,January,2021,45,Adults (35-64),1,M,France,Accessories,12,4.0,10.0,72.0,48.0,120.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,M,United States,Clothing,11,24.0,64.0,440.0,264.0,704.0
02-01-21,2,January,2021,56,Adults (35-64),1,M,United Kingdom,Accessories,11,13.0,35.0,242.0,143.0,385.0
02-01-21,2,January,2021,27,Young Adults (25-34),1,M,United States,Accessories,10,1.0,2.0,10.0,10.0,20.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,F,United Kingdom,Accessories,10,2.0,5.0,30.0,20.0,50.0
02-01-21,2,January,2021,65,Seniors (64+),1,F,France,Accessories,10,2.0,5.0,30.0,20.0,50.0
02-01-21,2,January,2021,33,Young Adults (25-34),1,M,United Kingdom,Accessories,9,2.0,5.0,27.0,18.0,45.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,M,United States,Accessories,9,8.0,22.0,126.0,72.0,198.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,F,Germany,Accessories,9,1.0,2.0,9.0,9.0,18.0
02-01-21,2,January,2021,50,Adults (35-64),1,F,United States,Accessories,9,13.0,35.0,198.0,117.0,315.0
02-01-21,2,January,2021,56,Adults (35-64),1,M,United Kingdom,Accessories,9,2.0,5.0,27.0,18.0,45.0
02-01-21,2,January,2021,24,Youth (<25),1,M,United States,Accessories,8,13.0,35.0,176.0,104.0,280.0
02-01-21,2,January,2021,26,Young Adults (25-34),1,F,Australia,Clothing,8,7.0,9.0,16.0,56.0,72.0
02-01-21,2,January,2021,26,Young Adults (25-34),1,M,United Kingdom,Clothing,8,38.0,50.0,96.0,304.0,400.0
02-01-21,2,January,2021,35,Adults (35-64),1,M,Australia,Accessories,8,1.0,2.0,8.0,8.0,16.0
02-01-21,2,January,2021,40,Adults (35-64),1,F,United States,Accessories,8,1.0,4.0,24.0,8.0,32.0
02-01-21,2,January,2021,30,Young Adults (25-34),1,M,United States,Accessories,7,2.0,5.0,21.0,14.0,35.0
02-01-21,2,January,2021,30,Young Adults (25-34),1,M,United States,Accessories,7,2.0,5.0,21.0,14.0,35.0
02-01-21,2,January,2021,36,Adults (35-64),1,M,Australia,Accessories,7,4.0,10.0,42.0,28.0,70.0
02-01-21,2,January,2021,36,Adults (35-64),1,F,Germany,Accessories,7,1.0,2.0,7.0,7.0,14.0
02-01-21,2,January,2021,27,Young Adults (25-34),1,M,Australia,Accessories,6,1.0,2.0,6.0,6.0,12.0
02-01-21,2,January,2021,32,Young Adults (25-34),1,M,United States,Accessories,6,1.0,4.0,18.0,6.0,24.0
02-01-21,2,January,2021,56,Adults (35-64),1,M,United Kingdom,Clothing,6,38.0,50.0,72.0,228.0,300.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,M,Germany,Accessories,5,3.0,8.0,25.0,15.0,40.0
02-01-21,2,January,2021,35,Adults (35-64),1,M,Australia,Accessories,5,1.0,2.0,5.0,5.0,10.0
02-01-21,2,January,2021,24,Youth (<25),1,M,Australia,Accessories,4,2.0,5.0,12.0,8.0,20.0
02-01-21,2,January,2021,26,Young Adults (25-34),1,F,Australia,Accessories,4,13.0,35.0,88.0,52.0,140.0
02-01-21,2,January,2021,27,Young Adults (25-34),1,M,United Kingdom,Clothing,4,7.0,9.0,8.0,28.0,36.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,M,United States,Accessories,4,13.0,35.0,88.0,52.0,140.0
02-01-21,2,January,2021,35,Adults (35-64),1,F,Australia,Clothing,4,38.0,50.0,48.0,152.0,200.0
02-01-21,2,January,2021,48,Adults (35-64),1,F,canada,Accessories,4,45.0,120.0,300.0,180.0,480.0
02-01-21,2,January,2021,50,Adults (35-64),1,F,United States,Accessories,4,2.0,5.0,12.0,8.0,20.0
02-01-21,2,January,2021,26,Young Adults (25-34),1,M,Australia,Accessories,3,13.0,35.0,66.0,39.0,105.0
02-01-21,2,January,2021,29,Young Adults (25-34),1,F,Germany,Bikes,3,1083.0,1701.0,1854.0,3249.0,5103.0
02-01-21,2,January,2021,30,Young Adults (25-34),1,M,United States,Bikes,3,420.0,769.0,1047.0,1260.0,2307.0
02-01-21,2,January,2021,32,Young Adults (25-34),1,M,United States,Clothing,3,38.0,50.0,36.0,114.0,150.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,F,Australia,Accessories,3,45.0,120.0,225.0,135.0,360.0
02-01-21,2,January,2021,39,Adults (35-64),1,F,Australia,Accessories,3,13.0,35.0,66.0,39.0,105.0
02-01-21,2,January,2021,45,Adults (35-64),1,F,United States,Bikes,3,1252.0,2295.0,3129.0,3756.0,6885.0
02-01-21,2,January,2021,46,Adults (35-64),1,M,United States,Bikes,3,1482.0,2384.0,2706.0,4446.0,7152.0
02-01-21,2,January,2021,53,Adults (35-64),1,M,Germany,Bikes,3,1252.0,2295.0,3129.0,3756.0,6885.0
02-01-21,2,January,2021,65,Seniors (64+),1,F,France,Accessories,3,2.0,5.0,9.0,6.0,15.0
02-01-21,2,January,2021,30,Young Adults (25-34),1,M,United States,Bikes,2,1898.0,3375.0,2954.0,3796.0,6750.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,M,Germany,Bikes,2,487.0,783.0,592.0,974.0,1566.0
02-01-21,2,January,2021,36,Adults (35-64),1,M,Australia,Bikes,2,755.0,1215.0,920.0,1510.0,2430.0
02-01-21,2,January,2021,22,Youth (<25),1,M,Germany,Bikes,1,1083.0,1701.0,618.0,1083.0,1701.0
02-01-21,2,January,2021,22,Youth (<25),1,M,United States,Accessories,1,1.0,2.0,1.0,1.0,2.0
02-01-21,2,January,2021,24,Youth (<25),1,M,United States,Accessories,1,13.0,35.0,22.0,13.0,35.0
02-01-21,2,January,2021,26,Young Adults (25-34),1,M,United Kingdom,Bikes,1,1555.0,2443.0,888.0,1555.0,2443.0
02-01-21,2,January,2021,31,Young Adults (25-34),1,F,Australia,Clothing,1,42.0,54.0,12.0,42.0,54.0
02-01-21,2,January,2021,31,Young Adults (25-34),1,F,Australia,Bikes,1,2171.0,3578.0,1407.0,2171.0,3578.0
02-01-21,2,January,2021,34,Young Adults (25-34),1,M,United States,Bikes,1,1266.0,2320.0,1054.0,1266.0,2320.0
02-01-21,2,January,2021,39,Adults (35-64),1,M,Australia,Bikes,1,2171.0,3578.0,1407.0,2171.0,3578.0
02-01-21,2,January,2021,40,Adults (35-64),1,M,canada,Accessories,1,11.0,30.0,19.0,11.0,30.0
02-01-21,2,January,2021,40,Adults (35-64),1,F,United States,Bikes,1,461.0,742.0,281.0,461.0,742.0
02-01-21,2,January,2021,44,Adults (35-64),1,F,Germany,Accessories,1,13.0,35.0,22.0,13.0,35.0
02-01-21,2,January,2021,44,Adults (35-64),1,F,Germany,Bikes,1,1555.0,2443.0,888.0,1555.0,2443.0
02-01-21,2,January,2021,45,Adults (35-64),1,M,France,Bikes,1,1482.0,2384.0,902.0,1482.0,2384.0
02-01-21,2,January,2021,47,Adults (35-64),1,F,Australia,Bikes,1,461.0,742.0,281.0,461.0,742.0
03-01-21,3,January,2021,28,Young Adults (25-34),1,M,United Kingdom,Bikes,4,1252.0,2295.0,4172.0,5008.0,9180.0
03-01-21,3,January,2021,39,Adults (35-64),1,F,United States,Bikes,4,2171.0,3578.0,5628.0,8684.0,14312.0
03-01-21,3,January,2021,45,Adults (35-64),1,M,canada,Bikes,3,344.0,540.0,588.0,1032.0,1620.0
03-01-21,3,January,2021,45,Adults (35-64),1,F,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
03-01-21,3,January,2021,29,Young Adults (25-34),1,F,United States,Bikes,1,1266.0,2320.0,1054.0,1266.0,2320.0
03-01-21,3,January,2021,38,Adults (35-64),1,M,United Kingdom,Bikes,1,1266.0,2320.0,1054.0,1266.0,2320.0
03-01-21,3,January,2021,42,Adults (35-64),1,F,Australia,Bikes,1,344.0,540.0,196.0,344.0,540.0
03-01-21,3,January,2021,47,Adults (35-64),1,M,Australia,Bikes,1,713.0,1120.0,407.0,713.0,1120.0
03-01-21,3,January,2021,22,Youth (<25),1,M,canada,Accessories,31,1.0,4.0,93.0,31.0,124.0
03-01-21,3,January,2021,40,Adults (35-64),1,M,Germany,Accessories,31,4.0,10.0,186.0,124.0,310.0
03-01-21,3,January,2021,44,Adults (35-64),1,F,Germany,Accessories,31,2.0,5.0,93.0,62.0,155.0
03-01-21,3,January,2021,41,Adults (35-64),1,F,canada,Clothing,30,7.0,9.0,60.0,210.0,270.0
03-01-21,3,January,2021,56,Adults (35-64),1,F,United States,Accessories,30,8.0,22.0,420.0,240.0,660.0
