Date,Day,Month,Year,Customer_Age,Age_Group,Age_Group_NUMBER,Customer_Gender,Country,Product_Category,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
04-01-17,4,January,2017,33,Young Adults (25-34),1,F,France,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
04-01-17,4,January,2017,36,Adults (35-64),1,F,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
04-01-17,4,January,2017,38,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
04-01-17,4,January,2017,39,Adults (35-64),1,M,United States,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
05-01-17,5,January,2017,27,Young Adults (25-34),1,M,Germany,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
05-01-17,5,January,2017,37,Adults (35-64),1,M,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
05-01-17,5,January,2017,51,Adults (35-64),1,M,canada,Bikes,2,487.0,783.0,592.0,974.0,1566.0
06-01-17,6,January,2017,19,Youth (<25),1,F,canada,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
06-01-17,6,January,2017,26,Young Adults (25-34),1,F,canada,Bikes,2,295.0,540.0,490.0,590.0,1080.0
06-01-17,6,January,2017,34,Young Adults (25-34),1,M,United States,Bikes,2,344.0,540.0,392.0,688.0,1080.0
06-01-17,6,January,2017,35,Adults (35-64),1,F,United States,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
06-01-17,6,January,2017,44,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
06-01-17,6,January,2017,48,Adults (35-64),1,M,canada,Bikes,2,344.0,540.0,392.0,688.0,1080.0
07-01-17,7,January,2017,18,Youth (<25),1,F,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
07-01-17,7,January,2017,28,Young Adults (25-34),1,M,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
07-01-17,7,January,2017,31,Young Adults (25-34),1,M,United Kingdom,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
07-01-17,7,January,2017,41,Adults (35-64),1,F,United Kingdom,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
08-01-17,8,January,2017,27,Young Adults (25-34),1,F,Australia,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
08-01-17,8,January,2017,31,Young Adults (25-34),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
08-01-17,8,January,2017,34,Young Adults (25-34),1,F,United States,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
08-01-17,8,January,2017,34,Young Adults (25-34),1,M,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
08-01-17,8,January,2017,35,Adults (35-64),1,F,United States,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
08-01-17,8,January,2017,35,Adults (35-64),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
08-01-17,8,January,2017,39,Adults (35-64),1,M,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
08-01-17,8,January,2017,40,Adults (35-64),1,M,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
09-01-17,9,January,2017,17,Youth (<25),1,F,canada,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
09-01-17,9,January,2017,28,Young Adults (25-34),1,M,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
09-01-17,9,January,2017,30,Young Adults (25-34),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
09-01-17,9,January,2017,34,Young Adults (25-34),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
09-01-17,9,January,2017,39,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
10-01-17,10,January,2017,28,Young Adults (25-34),1,F,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
10-01-17,10,January,2017,33,Young Adults (25-34),1,F,France,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
10-01-17,10,January,2017,35,Adults (35-64),1,F,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
10-01-17,10,January,2017,37,Adults (35-64),1,M,United States,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
11-01-17,11,January,2017,21,Youth (<25),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
11-01-17,11,January,2017,24,Youth (<25),1,F,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
11-01-17,11,January,2017,33,Young Adults (25-34),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
11-01-17,11,January,2017,34,Young Adults (25-34),1,M,United States,Bikes,2,420.0,769.0,698.0,840.0,1538.0
11-01-17,11,January,2017,34,Young Adults (25-34),1,M,United States,Bikes,2,295.0,540.0,490.0,590.0,1080.0
11-01-17,11,January,2017,34,Young Adults (25-34),1,M,United Kingdom,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
11-01-17,11,January,2017,38,Adults (35-64),1,M,canada,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
11-01-17,11,January,2017,38,Adults (35-64),1,M,United States,Bikes,2,1519.0,2443.0,1848.0,3038.0,4886.0
11-01-17,11,January,2017,61,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
12-01-17,12,January,2017,23,Youth (<25),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
12-01-17,12,January,2017,29,Young Adults (25-34),1,M,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
12-01-17,12,January,2017,30,Young Adults (25-34),1,M,France,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
12-01-17,12,January,2017,33,Young Adults (25-34),1,F,France,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
12-01-17,12,January,2017,33,Young Adults (25-34),1,M,United States,Bikes,2,344.0,540.0,392.0,688.0,1080.0
12-01-17,12,January,2017,39,Adults (35-64),1,F,canada,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
12-01-17,12,January,2017,44,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
13-01-17,13,January,2017,33,Young Adults (25-34),1,F,United Kingdom,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
13-01-17,13,January,2017,38,Adults (35-64),1,M,United States,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
13-01-17,13,January,2017,38,Adults (35-64),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
14-01-17,14,January,2017,22,Youth (<25),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
14-01-17,14,January,2017,26,Young Adults (25-34),1,M,Australia,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
14-01-17,14,January,2017,29,Young Adults (25-34),1,F,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
14-01-17,14,January,2017,31,Young Adults (25-34),1,F,United Kingdom,Bikes,2,344.0,540.0,392.0,688.0,1080.0
14-01-17,14,January,2017,34,Young Adults (25-34),1,F,United States,Bikes,2,1912.0,3400.0,2976.0,3824.0,6800.0
14-01-17,14,January,2017,40,Adults (35-64),1,M,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
14-01-17,14,January,2017,44,Adults (35-64),1,F,United States,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
14-01-17,14,January,2017,47,Adults (35-64),1,M,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
14-01-17,14,January,2017,57,Adults (35-64),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
15-01-17,15,January,2017,19,Youth (<25),1,F,United Kingdom,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
15-01-17,15,January,2017,19,Youth (<25),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
15-01-17,15,January,2017,24,Youth (<25),1,M,Australia,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
15-01-17,15,January,2017,28,Young Adults (25-34),1,M,United Kingdom,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
15-01-17,15,January,2017,34,Young Adults (25-34),1,M,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
15-01-17,15,January,2017,35,Adults (35-64),1,F,France,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
15-01-17,15,January,2017,72,Seniors (64+),1,F,United States,Bikes,2,1898.0,3375.0,2954.0,3796.0,6750.0
16-01-17,16,January,2017,22,Youth (<25),1,M,Australia,Bikes,2,487.0,783.0,592.0,974.0,1566.0
16-01-17,16,January,2017,25,Young Adults (25-34),1,F,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
16-01-17,16,January,2017,27,Young Adults (25-34),1,F,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
16-01-17,16,January,2017,28,Young Adults (25-34),1,M,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
16-01-17,16,January,2017,34,Young Adults (25-34),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
16-01-17,16,January,2017,37,Adults (35-64),1,M,canada,Bikes,2,344.0,540.0,392.0,688.0,1080.0
16-01-17,16,January,2017,57,Adults (35-64),1,M,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
17-01-17,17,January,2017,23,Youth (<25),1,M,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
17-01-17,17,January,2017,24,Youth (<25),1,F,Australia,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
17-01-17,17,January,2017,30,Young Adults (25-34),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
17-01-17,17,January,2017,32,Young Adults (25-34),1,F,France,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
17-01-17,17,January,2017,34,Young Adults (25-34),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
17-01-17,17,January,2017,42,Adults (35-64),1,F,United States,Bikes,2,344.0,540.0,392.0,688.0,1080.0
17-01-17,17,January,2017,44,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
17-01-17,17,January,2017,46,Adults (35-64),1,M,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
18-01-17,18,January,2017,18,Youth (<25),1,M,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
18-01-17,18,January,2017,19,Youth (<25),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
18-01-17,18,January,2017,29,Young Adults (25-34),1,M,United Kingdom,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
18-01-17,18,January,2017,32,Young Adults (25-34),1,M,United Kingdom,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
18-01-17,18,January,2017,54,Adults (35-64),1,F,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
18-01-17,18,January,2017,54,Adults (35-64),1,F,United Kingdom,Bikes,2,344.0,540.0,392.0,688.0,1080.0
19-01-17,19,January,2017,21,Youth (<25),1,M,United Kingdom,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
19-01-17,19,January,2017,26,Young Adults (25-34),1,F,United Kingdom,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
19-01-17,19,January,2017,35,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
19-01-17,19,January,2017,36,Adults (35-64),1,F,United Kingdom,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
19-01-17,19,January,2017,39,Adults (35-64),1,F,United States,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
19-01-17,19,January,2017,41,Adults (35-64),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
20-01-17,20,January,2017,23,Youth (<25),1,F,United Kingdom,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
20-01-17,20,January,2017,33,Young Adults (25-34),1,F,United States,Bikes,2,344.0,540.0,392.0,688.0,1080.0
20-01-17,20,January,2017,36,Adults (35-64),1,F,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
20-01-17,20,January,2017,38,Adults (35-64),1,F,canada,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
20-01-17,20,January,2017,42,Adults (35-64),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
20-01-17,20,January,2017,46,Adults (35-64),1,M,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
21-01-17,21,January,2017,23,Youth (<25),1,F,United Kingdom,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
21-01-17,21,January,2017,24,Youth (<25),1,M,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
21-01-17,21,January,2017,25,Young Adults (25-34),1,M,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
21-01-17,21,January,2017,36,Adults (35-64),1,F,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
21-01-17,21,January,2017,38,Adults (35-64),1,F,Germany,Bikes,2,1912.0,3400.0,2976.0,3824.0,6800.0
21-01-17,21,January,2017,38,Adults (35-64),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
21-01-17,21,January,2017,45,Adults (35-64),1,F,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
22-01-17,22,January,2017,26,Young Adults (25-34),1,M,Australia,Bikes,2,420.0,769.0,698.0,840.0,1538.0
22-01-17,22,January,2017,30,Young Adults (25-34),1,F,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
22-01-17,22,January,2017,30,Young Adults (25-34),1,F,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
22-01-17,22,January,2017,31,Young Adults (25-34),1,F,France,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
22-01-17,22,January,2017,34,Young Adults (25-34),1,F,United States,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
22-01-17,22,January,2017,35,Adults (35-64),1,F,France,Bikes,2,1912.0,3400.0,2976.0,3824.0,6800.0
22-01-17,22,January,2017,37,Adults (35-64),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
22-01-17,22,January,2017,40,Adults (35-64),1,F,United States,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
22-01-17,22,January,2017,46,Adults (35-64),1,M,canada,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
23-01-17,23,January,2017,30,Young Adults (25-34),1,M,France,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
23-01-17,23,January,2017,41,Adults (35-64),1,F,United States,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
23-01-17,23,January,2017,62,Adults (35-64),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
24-01-17,24,January,2017,31,Young Adults (25-34),1,F,United States,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
24-01-17,24,January,2017,34,Young Adults (25-34),1,F,United States,Bikes,2,1912.0,3400.0,2976.0,3824.0,6800.0
24-01-17,24,January,2017,34,Young Adults (25-34),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
24-01-17,24,January,2017,35,Adults (35-64),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
24-01-17,24,January,2017,38,Adults (35-64),1,F,canada,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
24-01-17,24,January,2017,39,Adults (35-64),1,F,canada,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
24-01-17,24,January,2017,41,Adults (35-64),1,F,United States,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
24-01-17,24,January,2017,42,Adults (35-64),1,F,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
25-01-17,25,January,2017,31,Young Adults (25-34),1,M,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
25-01-17,25,January,2017,38,Adults (35-64),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
25-01-17,25,January,2017,39,Adults (35-64),1,M,United States,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
25-01-17,25,January,2017,55,Adults (35-64),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
26-01-17,26,January,2017,34,Young Adults (25-34),1,M,Australia,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
26-01-17,26,January,2017,35,Adults (35-64),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
26-01-17,26,January,2017,38,Adults (35-64),1,F,United Kingdom,Bikes,2,420.0,769.0,698.0,840.0,1538.0
26-01-17,26,January,2017,38,Adults (35-64),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
26-01-17,26,January,2017,43,Adults (35-64),1,F,Australia,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
27-01-17,27,January,2017,25,Young Adults (25-34),1,F,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
27-01-17,27,January,2017,32,Young Adults (25-34),1,F,France,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
27-01-17,27,January,2017,36,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
27-01-17,27,January,2017,38,Adults (35-64),1,M,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
27-01-17,27,January,2017,38,Adults (35-64),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
28-01-17,28,January,2017,19,Youth (<25),1,F,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
28-01-17,28,January,2017,29,Young Adults (25-34),1,F,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
28-01-17,28,January,2017,30,Young Adults (25-34),1,F,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
28-01-17,28,January,2017,38,Adults (35-64),1,M,Germany,Bikes,2,1519.0,2443.0,1848.0,3038.0,4886.0
28-01-17,28,January,2017,40,Adults (35-64),1,F,United States,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
28-01-17,28,January,2017,41,Adults (35-64),1,M,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
29-01-17,29,January,2017,19,Youth (<25),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
29-01-17,29,January,2017,23,Youth (<25),1,M,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
29-01-17,29,January,2017,28,Young Adults (25-34),1,M,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
29-01-17,29,January,2017,42,Adults (35-64),1,F,Australia,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
30-01-17,30,January,2017,18,Youth (<25),1,M,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
30-01-17,30,January,2017,27,Young Adults (25-34),1,F,Germany,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
30-01-17,30,January,2017,29,Young Adults (25-34),1,M,United Kingdom,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
30-01-17,30,January,2017,32,Young Adults (25-34),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
30-01-17,30,January,2017,34,Young Adults (25-34),1,F,United States,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
30-01-17,30,January,2017,36,Adults (35-64),1,M,canada,Bikes,2,344.0,540.0,392.0,688.0,1080.0
30-01-17,30,January,2017,36,Adults (35-64),1,M,United States,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
30-01-17,30,January,2017,39,Adults (35-64),1,M,Germany,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
30-01-17,30,January,2017,39,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
30-01-17,30,January,2017,42,Adults (35-64),1,F,United States,Bikes,2,344.0,540.0,392.0,688.0,1080.0
31-01-17,31,January,2017,23,Youth (<25),1,F,Australia,Bikes,2,1266.0,2320.0,2108.0,2532.0,4640.0
31-01-17,31,January,2017,23,Youth (<25),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
31-01-17,31,January,2017,25,Young Adults (25-34),1,M,Australia,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
31-01-17,31,January,2017,36,Adults (35-64),1,M,United States,Bikes,2,1519.0,2443.0,1848.0,3038.0,4886.0
31-01-17,31,January,2017,39,Adults (35-64),1,M,United States,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
31-01-17,31,January,2017,41,Adults (35-64),1,M,United States,Bikes,2,487.0,783.0,592.0,974.0,1566.0
31-01-17,31,January,2017,61,Adults (35-64),1,F,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
01-02-17,1,February,2017,25,Young Adults (25-34),1,M,canada,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
01-02-17,1,February,2017,28,Young Adults (25-34),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
01-02-17,1,February,2017,29,Young Adults (25-34),1,F,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
01-02-17,1,February,2017,34,Young Adults (25-34),1,M,Australia,Bikes,2,1555.0,2443.0,1776.0,3110.0,4886.0
01-02-17,1,February,2017,36,Adults (35-64),1,F,United Kingdom,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
01-02-17,1,February,2017,44,Adults (35-64),1,M,United States,Bikes,2,344.0,540.0,392.0,688.0,1080.0
02-02-17,2,February,2017,21,Youth (<25),1,M,France,Bikes,2,344.0,540.0,392.0,688.0,1080.0
02-02-17,2,February,2017,25,Young Adults (25-34),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
02-02-17,2,February,2017,28,Young Adults (25-34),1,M,Germany,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
02-02-17,2,February,2017,28,Young Adults (25-34),1,F,United Kingdom,Bikes,2,344.0,540.0,392.0,688.0,1080.0
02-02-17,2,February,2017,38,Adults (35-64),1,M,canada,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
02-02-17,2,February,2017,42,Adults (35-64),1,M,canada,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
03-02-17,3,February,2017,19,Youth (<25),1,M,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
03-02-17,3,February,2017,22,Youth (<25),1,M,France,Bikes,2,1912.0,3400.0,2976.0,3824.0,6800.0
03-02-17,3,February,2017,27,Young Adults (25-34),1,F,canada,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
03-02-17,3,February,2017,29,Young Adults (25-34),1,F,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
03-02-17,3,February,2017,43,Adults (35-64),1,F,canada,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
03-02-17,3,February,2017,46,Adults (35-64),1,M,United States,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
03-02-17,3,February,2017,49,Adults (35-64),1,M,canada,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
04-02-17,4,February,2017,18,Youth (<25),1,M,Australia,Bikes,2,344.0,540.0,392.0,688.0,1080.0
04-02-17,4,February,2017,20,Youth (<25),1,F,Australia,Bikes,2,713.0,1120.0,814.0,1426.0,2240.0
04-02-17,4,February,2017,28,Young Adults (25-34),1,M,United Kingdom,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
04-02-17,4,February,2017,28,Young Adults (25-34),1,F,Germany,Bikes,2,344.0,540.0,392.0,688.0,1080.0
04-02-17,4,February,2017,32,Young Adults (25-34),1,M,France,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
04-02-17,4,February,2017,42,Adults (35-64),1,M,United Kingdom,Bikes,2,487.0,783.0,592.0,974.0,1566.0
04-02-17,4,February,2017,44,Adults (35-64),1,F,United States,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
05-02-17,5,February,2017,25,Young Adults (25-34),1,M,canada,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
05-02-17,5,February,2017,27,Young Adults (25-34),1,M,France,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
05-02-17,5,February,2017,30,Young Adults (25-34),1,M,Australia,Bikes,2,1252.0,2295.0,2086.0,2504.0,4590.0
05-02-17,5,February,2017,34,Young Adults (25-34),1,M,Australia,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
05-02-17,5,February,2017,36,Adults (35-64),1,M,United States,Bikes,2,1898.0,3375.0,2954.0,3796.0,6750.0
05-02-17,5,February,2017,37,Adults (35-64),1,F,United Kingdom,Bikes,2,1083.0,1701.0,1236.0,2166.0,3402.0
06-02-17,6,February,2017,19,Youth (<25),1,M,canada,Bikes,2,2171.0,3578.0,2814.0,4342.0,7156.0
